ID	Function	Source
PRK06548.1	ribonuclease H	PRK06548
PRK11713.7-5	16S rRNA (uracil(1498)-N(3))-methyltransferase	PRK11713
PRK11893.2-2	methionine--tRNA ligase	PRK11893
WND	WND domain-containing WiSP protein	PF07861.13
PRK00055.2-1	ribonuclease Z	PRK00055
PRK00228.2-3	YqgE/AlgH family protein	PRK00228
PRK01001.1	membrane protein insertase YidC	PRK01001
PRK01005.1	V-type ATP synthase subunit E	PRK01005
PRK01024.1	Na(+)-transporting NADH-quinone reductase subunit B	PRK01024
PRK01029.1	Tol-Pal system protein TolB	PRK01029
PRK01061.1	Na(+)-translocating NADH-quinone reductase subunit E	PRK01061
PRK01066.1	hydroxymethylbilane synthase	PRK01066
PRK05771.2-5	V-type ATP synthase subunit I	PRK05771
PRK05901.1-4	RNA polymerase sigma factor	PRK05901
PRK06293.1	single-stranded DNA-binding protein	PRK06293
PRK06298.1	type III secretion system protein	PRK06298
PRK06305.1	DNA polymerase III subunits gamma and tau	PRK06305
PRK06309.1	DNA polymerase III subunit epsilon	PRK06309
PRK06310.1	DNA polymerase III subunit epsilon	PRK06310
PRK06319.1	DNA topoisomerase I/SWI domain fusion protein	PRK06319
PRK06321.1	replicative DNA helicase	PRK06321
PRK06328.1	HrpE/YscL family type III secretion apparatus protein	PRK06328
PRK06330.1	transcript cleavage factor/unknown domain fusion protein	PRK06330
PRK09630.1	DNA topoisomerase IV subunit A	PRK09630
PRK12365.1	ribonucleoside-diphosphate reductase subunit alpha	PRK12365
PRK12422.1	chromosomal replication initiator protein DnaA	PRK12422
PRK12426.1	elongation factor P	PRK12426
PRK13184.1	serine/threonine-protein kinase PknD	PRK13184
PRK14284.1	chaperone protein DnaJ	PRK14284
Chlam_OMP6	OmcB family cysteine-rich outer membrane protein	PF03504.15
UPF0137	CT583 family protein	PF03677.15
DUF687	DUF687 family protein	PF05095.14
UPF0242	Uncharacterised protein family (UPF0242) N-terminus	PF06785.13
DUF1347	DUF1347 family protein	PF07079.13
DUF2709	DUF2709 domain-containing protein	PF10915.10
chlamy_CPAF	protease-like activity factor CPAF	
lipid_A_LpxG	UDP-2,3-diacylglucosamine diphosphatase LpxG	
DUF5398	DUF5398 family protein	PF17376.4
DUF5399	DUF5399 family protein	PF17377.4
Fb_sc_TIGR02171	TIGR02171 family protein	TIGR02171
PRK13922.13-4	rod shape-determining protein MreC	PRK13922
PRK14669.1	excinuclease ABC subunit C	PRK14669
PRK14810.1	DNA-formamidopyrimidine glycosylase	PRK14810
Tgi2PP	Effector immunity protein Tgi2PP	PF18250.3
MamE	magnetosome formation protease MamE	
MamR	magnetosome protein MamR	
MamX	magnetosome protein MamX	
PRK14676.1	hypothetical protein	PRK14676
DUF1170	DUF1170 domain-containing protein	PF06663.15
RhodobacterPufX	RC-LH1 core complex protein PufX	PF11511.10
blaRCP	RCP family class A beta-lactamase	
spanin2_3	bacteriophage spanin2 family protein	
DUF6330	DUF6330 family protein	PF19855.1
PRK12355.2-4	type-F conjugative transfer system mating-pair stabilization protein TraN	PRK12355
DUF3839	DUF3839 domain-containing protein	PF12943.9
PRK03522.2-6	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC	PRK03522
DUF1686	DUF1686 domain-containing protein	PF07937.13
tet_MFS_Tcr3	tetracycline efflux MFS transporter Tcr3	
PRK08937.3-1	adenylosuccinate lyase	PRK08937
DUF4100	DUF4100 domain-containing protein	PF13352.8
Strep_pep	Ribosomally synthesized peptide in Streptomyces species	PF14404.8
DUF5133	DUF5133 domain-containing protein	PF17196.6
macro_glyco_Mgt	macrolide-inactivating glycosyltransferase	
AzmA_fam_RiPP	azolemycin family RiPP peptide	
small_SCO1431	SCO1431 family membrane protein	
small_SPW0924	SPW_0924 family protein	
BN159_2729_fam	BN159_2729 family protein	
epimerase_MslH	lasso peptide C-terminal Trp epimerase	
DUF6224	Family of unknown function (DUF6224)	PF19734.1
DUF6405	SCO3870 family protein	PF19943.1
DUF5707	DUF5707 domain-containing protein	PF18968.2
DUF6233	DUF6233 domain-containing protein	PF19746.1
DUF6251	DUF6251 family protein	PF19764.1
DUF6257	DUF6257 family protein	PF19771.1
DUF6274	DUF6274 family protein	PF19790.1
DUF6417	DUF6417 family protein	PF19981.1
DUF6213	DUF6213 family protein	PF19719.1
DUF6238	DUF6238 family protein	PF19751.1
DUF6269	Family of unknown function (DUF6269)	PF19784.1
DUF6303	DUF6303 family protein	PF19820.1
DUF6003	DUF6003 family protein	PF19466.1
DUF6181	Family of unknown function (DUF6181)	PF19679.1
DUF6195	Family of unknown function (DUF6195)	PF19695.1
DUF6197	DUF6197 family protein	PF19698.1
DUF6199	DUF6199 family natural product biosynthesis protein	PF19701.1
DUF6211	DUF6211 family protein	PF19716.1
DUF6237	Family of unknown function (DUF6237)	PF19750.1
DUF6344	DUF6344 domain-containing protein	PF19871.1
SCO3374_fam	SCO3374 family protein	
rSAM_lost_HExxH	radical SAM/SPASM protein FxsB, inactivated metallohydrolase extension form	
SCO5717_Nterm	SCO5717 family growth-regulating ATPase	
growth_prot_Scy	polarized growth protein Scy	
rep_init_RepSA	replication initiator protein RepSA	
rhamnosid_Stmyc	alpha-L-rhamnosidase	
isoafr_syn	isoafricanol synthase	
lanti_SCO0268	SCO0268 family class II lanthipeptide	TIGR04451
PRK04539.1	inorganic polyphosphate/ATP-NAD kinase	PRK04539
PRK08690.1	enoyl-ACP reductase FabI	PRK08690
PRK08699.1	DNA polymerase III subunit delta'	PRK08699
PRK08703.1	SDR family oxidoreductase	PRK08703
PRK08706.1	lipid A biosynthesis lauroyl acyltransferase	PRK08706
PRK12699.1	flagellar basal body L-ring protein	PRK12699
phenyl_P_gamma	phenylphosphate carboxylase subunit gamma	TIGR02725
phenyl_P_delta	phenylphosphate carboxylase subunit delta	TIGR02726
Ets	ETS domain-containing protein	PF00178.24
spanin2_1	bacteriophage spanin2 family protein	
DUF6239	DUF6239 family natural product biosynthesis protein	PF19752.1
capreo_Cph	capreomycin phosphotransferase	
PRK00568.1	carbon storage regulator	PRK00568
PRK05835.1	class II fructose-1,6-bisphosphate aldolase	PRK05835
PRK05841.1	flagellar hook protein FlgE	PRK05841
PRK05842.1	flagellar hook assembly protein FlgD	PRK05842
PRK08412.1	flagellar hook-associated protein FlgL	PRK08412
PRK08453.1	flagellar filament capping protein FliD	PRK08453
PRK09597.1	lipid A 1-phosphatase LpxE	PRK09597
PRK09603.1	DNA-directed RNA polymerase subunit beta/beta'	PRK09603
PRK12584.1	flagellin A	PRK12584
PRK13283.1	flagellar assembly protein FliW	PRK13283
PRK13985.1	urease subunit alpha	PRK13985
PRK13986.1	urease subunit beta	PRK13986
PRK14856.1	sodium/proton antiporter NhaA	PRK14856
HP_OMP	outer membrane beta-barrel protein	PF01856.19
HP_OMP_2	outer membrane family protein	PF02521.16
NLBH	HpaA family protein	PF05211.14
DUF2443	DUF2443 family protein	PF10398.11
Tipalpha	TNF-alpha-Inducing protein of Helicobacter	PF16753.7
DUF5408	DUF5408 family protein	PF17402.4
nickel_Mua	nickel-binding protein Mua	
PRK00052.4-1	prolipoprotein diacylglyceryl transferase	PRK00052
PRK00116.3-3	Holliday junction branch migration protein RuvA	PRK00116
PRK00629.5-1	phenylalanine--tRNA ligase subunit beta	PRK00629
PRK02201.1-3	membrane protein insertase YidC	PRK02201
PRK07132.1	DNA polymerase III subunit delta'	PRK07132
PRK07135.1	DNA polymerase III DnaE	PRK07135
PRK07157.1	acetate kinase	PRK07157
PRK07164.1	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	PRK07164
PRK09202.4-1	transcription termination/antitermination protein NusA	PRK09202
PRK09202.4-5	transcription termination/antitermination protein NusA	PRK09202
PRK09410.2-2	PTS ascorbate transporter subunit IIC	PRK09410
PRK09609.1-3	hypothetical protein	PRK09609
PRK13024.1-2	protein translocase subunit SecDF	PRK13024
PRK14539.1	50S ribosomal protein L11/unknown domain fusion protein	PRK14539
PRK14946.1	DNA polymerase III subunit beta	PRK14946
PRK14976.1-3	5'-3' exonuclease	PRK14976
adhes_P110_Nter	P110/LppT family adhesin N-terminal domain	
Mycoplas_LppA	LppA family lipoprotein	TIGR03490
3TM_mycoplas	three transmembrane helix protein	TIGR04554
Mycopla_NOT_gsn	STREFT protein	TIGR04512
PRK05901.2-1	RNA polymerase sigma factor	PRK05901
PRK12280.1-1	50S ribosomal protein L23	PRK12280
PRK00042.3-3	triose-phosphate isomerase	PRK00042
PRK00103.2-1	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	PRK00103
PRK00364.3-1	co-chaperone GroES	PRK00364
PRK00536.1	spermidine synthase	PRK00536
PRK00556.1-2	septum site-determining protein MinC	PRK00556
PRK00913.3-1	leucyl aminopeptidase	PRK00913
PRK01318.2-1	membrane protein insertase YidC	PRK01318
PRK05443.3-4	RNA degradosome polyphosphate kinase	PRK05443
PRK05722.2-1	glucose-6-phosphate dehydrogenase	PRK05722
PRK05777.2-6	NADH-quinone oxidoreductase subunit NuoN	PRK05777
PRK05888.2-6	NADH-quinone oxidoreductase subunit NuoI	PRK05888
PRK05928.3-1	uroporphyrinogen-III synthase	PRK05928
PRK06638.2-4	NADH-quinone oxidoreductase subunit J	PRK06638
PRK08487.1-2	DNA polymerase III subunit delta	PRK08487
PRK09293.2-1	class 1 fructose-bisphosphatase	PRK09293
PRK12303.1	tumor necrosis factor alpha-inducing protein	PRK12303
PRK13431.1	F0F1 ATP synthase subunit delta	PRK13431
PRK13909.1-1	RecB-like helicase	PRK13909
PRK13910.1	adenine-specific DNA glycosylase	PRK13910
PRK13911.1	exodeoxyribonuclease III	PRK13911
PRK13912.1-2	nuclease NucT	PRK13912
PRK14065.1	exodeoxyribonuclease VII small subunit	PRK14065
PRK14288.1	molecular chaperone DnaJ	PRK14288
PRK14550.1	ribonuclease HII	PRK14550
PRK14976.1-1	5'-3' exonuclease	PRK14976
VacA	vacuolating cyotoxin family protein	PF02691.17
VacA2	vacuolating cytotoxin domain-containing protein	PF03077.16
CagA	CagA exotoxin phosphopeptide substrate mimic region	PF03507.15
IceA2	IceA2 protein	PF05862.13
DUF874	DUF874 family protein	PF05917.13
CagY_M	CagY family CD-EC repeat-containing protein	PF07337.13
CagZ	cag pathogenicity island translocation protein CagZ	PF09053.12
DUF3371	DUF3371 domain-containing protein	PF11851.10
DUF3519	DUF3519 domain-containing protein	PF12033.10
CagY_I	CagY type 1 repeat	PF14585.8
PGBA_C	plasminogen-binding protein pgbA C-terminal domain-containing protein	PF15437.8
CagD	Pathogenicity island component CagD	PF16567.7
CagS	Cag pathogenicity island protein S of Helicobacter pylori	PF16707.7
onco_T4SS_CagA	type IV secretion system oncogenic effector CagA	
helico_Hpn_like	nickel-binding protein HpnL	
helico_Hpn	nickel storage protein Hpn	
chaper_CopP	copper-binding metallochaperone CopP	
SabA_adhesion	SabA N-terminal extracellular adhesion domain	PF18304.3
CagA_N	CagA protein	PF18971.2
MFS_HP1165	HP1165 family MFS efflux transporter	
Phos_CheZ	protein phosphatase CheZ	
Chtaxis_ChePep	chemotaxis regulatory protein ChePep	
VlpA_repeat	lipoprotein VlpA repeat-containing protein	PF04649.14
PRK06231.1-3	F0F1 ATP synthase subunit B	PRK06231
PRK12280.2-2	50S ribosomal protein L23	PRK12280
PRK12705.1-3	hypothetical protein	PRK12705
Lipoprotein_3	MPN647 family lipoprotein	PF00938.19
DUF16	DUF16 domain-containing protein	PF01519.18
DUF237	DUF237 domain-containing protein	PF03072.16
DUF240	DUF240 domain-containing protein	PF03086.16
Adhesin_P1	Mycoplasma adhesin P1	PF03257.15
MgpC	MgpC family cytadherence protein	PF05220.14
DUF5426	DUF5426 family protein	PF17473.4
MG010	DNA primase-like protein	TIGR00646
glut_syn_euk	glutathione synthase	TIGR01986
DUF3657	protein FAM135	PF12394.10
PRK00118.2-3	putative DNA-binding protein	PRK00118
PRK00135.2-1	SMC-Scp complex subunit ScpB, long form	PRK00135
PRK06231.2-1	F0F1 ATP synthase subunit B	PRK06231
PRK14112.1	urease accessory protein UreE	PRK14112
PRK14658.1	holo-ACP synthase	PRK14658
GUMAP_C	GUMAP protein	
PRK02290.1-6	3-dehydroquinate synthase II family protein	PRK02290
PRK11713.6-2	16S rRNA (uracil(1498)-N(3))-methyltransferase	PRK11713
PRK12621.1	flagellar basal body rod protein FlgB	PRK12621
PRK12696.1	flagellar basal body L-ring protein	PRK12696
PRK13424.1	F0F1 ATP synthase subunit gamma	PRK13424
PRK14184.1	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase	PRK14184
PRK14301.1	chaperone protein DnaJ	PRK14301
PRK14356.1	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	PRK14356
PRK14494.1-4	putative molybdopterin-guanine dinucleotide biosynthesis protein MobB/FeS domain-containing protein protein	PRK14494
PRK14657.1	holo-[acyl-carrier-protein] synthase	PRK14657
OS_HP2_seleno	OS_HP2 family (seleno)protein	
DUF2649	DUF2649 family protein	PF10854.10
TMEMspv1-c74-12	Plectrovirus spv1-c74 ORF 12 transmembrane protein	PF11044.10
DUF3688	DUF3688 family protein	PF12461.10
FIB_Spiroplas	cytoskeletal motor fibril protein Fib	
motil_scm1_spiro	motility-associated protein Scm1	
spiralin_repeat	spiralin repeat-containing protein	
spiralin_LP	spiralin lipoprotein	
hypo_ExtJ	selenite/tellurite reduction operon protein ExtJ	
A-tRNAntase	A-adding tRNA nucleotidyltransferase	
geopeptide	geopeptide	TIGR04229
GeoRSP_SPASM	GeoRSP system SPASM domain protein	TIGR04304
DUF3512	DUF3512 domain-containing protein	PF12024.10
PRK00031.2-1	LolA-like outer membrane lipoprotein chaperone	PRK00031
PRK00031.2-2	outer membrane lipoprotein chaperone LolA	PRK00031
PRK00042.3-2	triose-phosphate isomerase	PRK00042
PRK00109.2-2	Holliday junction resolvase RuvX	PRK00109
PRK00249.1-3	flagellar basal body L-ring protein FlgH	PRK00249
PRK00258.2-5	shikimate dehydrogenase	PRK00258
PRK00278.2-5	indole-3-glycerol phosphate synthase TrpC	PRK00278
PRK00279.2-2	adenylate kinase	PRK00279
PRK00346.2-4	5'/3'-nucleotidase SurE	PRK00346
PRK00409.1-4	endonuclease MutS2	PRK00409
PRK00521.3-4	30S ribosome-binding factor RbfA	PRK00521
PRK00560.1	molybdenum cofactor guanylyltransferase MobA	PRK00560
PRK00652.1-5	tetraacyldisaccharide 4'-kinase	PRK00652
PRK00913.3-3	leucyl aminopeptidase	PRK00913
PRK00984.1-3	tRNA pseudouridine(13) synthase TruD	PRK00984
PRK03903.1	transaldolase	PRK03903
PRK03911.1	HrcA family transcriptional regulator	PRK03911
PRK03946.1	4-hydroxythreonine-4-phosphate dehydrogenase	PRK03946
PRK04043.1	Tol-Pal system protein TolB	PRK04043
PRK04056.1	septum formation inhibitor Maf	PRK04056
PRK04081.1	hypothetical protein	PRK04081
PRK04181.1	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	PRK04181
PRK05286.2-2	quinone-dependent dihydroorotate dehydrogenase	PRK05286
PRK05443.3-2	RNA degradosome polyphosphate kinase	PRK05443
PRK05580.2-1	primosomal protein N'	PRK05580
PRK05834.1	hypothetical protein	PRK05834
PRK05888.2-3	NADH-quinone oxidoreductase subunit NuoI	PRK05888
PRK05932.2-4	RNA polymerase factor sigma-54	PRK05932
PRK06299.1-6	30S ribosomal protein S1	PRK06299
PRK06638.2-2	NADH-quinone oxidoreductase subunit J	PRK06638
PRK06669.1-1	flagellar assembly protein FliH	PRK06669
PRK08415.1	enoyl-ACP reductase FabI	PRK08415
PRK08416.1	enoyl-ACP reductase	PRK08416
PRK08417.1	metal-dependent hydrolase	PRK08417
PRK08419.1	lipid A biosynthesis lauroyl acyltransferase	PRK08419
PRK08432.1	flagellar motor switch protein FliY	PRK08432
PRK08433.1	flagellar motor switch protein FliN	PRK08433
PRK08439.1	beta-ketoacyl-ACP synthase II	PRK08439
PRK08441.1	2-oxoglutarate-acceptor oxidoreductase subunit OorC	PRK08441
PRK08444.1	aminofutalosine synthase MqnE	PRK08444
PRK08445.1	dehypoxanthine futalosine cyclase	PRK08445
PRK08451.1	DNA polymerase III subunit gamma/tau	PRK08451
PRK08452.1	FlaG family protein	PRK08452
PRK08455.1	flagellar basal body-associated protein FliL	PRK08455
PRK08456.1	flagellar motor stator protein MotA	PRK08456
PRK08457.1	flagellar motor protein MotB	PRK08457
PRK08462.1	acetyl-CoA carboxylase biotin carboxylase subunit	PRK08462
PRK08463.1	acetyl-CoA carboxylase subunit A	PRK08463
PRK08472.1	flagellar protein export ATPase FliI	PRK08472
PRK08475.1	F0F1 ATP synthase subunit B	PRK08475
PRK08476.1	F0F1 ATP synthase subunit B'	PRK08476
PRK08477.1	biotin--[acetyl-CoA-carboxylase] ligase	PRK08477
PRK08482.1	F0F1 ATP synthase subunit C	PRK08482
PRK08485.1	DNA polymerase III subunit delta'	PRK08485
PRK08486.1	single-stranded DNA-binding protein	PRK08486
PRK08489.1	NAD(P)H-quinone oxidoreductase subunit 3	PRK08489
PRK08491.1	NADH-quinone oxidoreductase subunit C	PRK08491
PRK08493.1	NADH-quinone oxidoreductase subunit G	PRK08493
PRK08506.1	replicative DNA helicase	PRK08506
PRK08508.1	biotin synthase	PRK08508
PRK08517.1	3'-5' exonuclease	PRK08517
PRK09314.1	bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II	PRK09314
PRK09626.1	2-oxoglutarate-acceptor oxidoreductase subunit OorD	PRK09626
PRK09627.1	2-oxoglutarate synthase subunit alpha	PRK09627
PRK09628.1	2-oxoglutarate ferredoxin oxidoreductase subunit beta	PRK09628
PRK10917.2-3	ATP-dependent DNA helicase RecG	PRK10917
PRK11713.3-3	16S rRNA (uracil(1498)-N(3))-methyltransferase	PRK11713
PRK11880.2-4	pyrroline-5-carboxylate reductase	PRK11880
PRK12291.1	apolipoprotein N-acyltransferase	PRK12291
PRK12874.1	4-hydroxybenzoate polyprenyltransferase	PRK12874
PRK13282.1	flagellar assembly protein FliW	PRK13282
PRK13333.1	type III pantothenate kinase	PRK13333
PRK13904.1	UDP-N-acetylmuramate dehydrogenase	PRK13904
PRK13908.1	recombination protein RecO	PRK13908
PRK13922.10-6	rod shape-determining protein MreC	PRK13922
PRK14121.1	tRNA (guanosine(46)-N7)-methyltransferase TrmB	PRK14121
PRK14191.1	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	PRK14191
PRK14359.1	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	PRK14359
DUF1104	DUF1104 domain-containing protein	PF06518.13
DUF1882	DUF1882 domain-containing protein	PF08966.13
DUF2018	DUF2018 family protein	PF09442.12
DUF2393	DUF2393 family protein	PF09624.12
DUF2603	DUF2603 domain-containing protein	PF10788.11
DUF2972	DUF2972 domain-containing protein	PF11186.10
HobA	HobA family DNA replication regulator	PF12163.10
DUF3972	DUF3972 domain-containing protein	PF13118.8
PGBA_N	plasminogen-binding N-terminal domain-containing protein	PF15436.8
NADH-UOR_E	NADH-ubiquinone oxidoreductase subunit E family protein	PF16514.7
FliS_cochap	flagellar FLiS export co-chaperone	PF16522.7
Peptidase_M99_m	M99 family metallopeptidase middle domain-containing protein	PF17130.6
DksA_like	RNA polymerase-binding protein DksA	
KCU-star	KCU-star family selenoprotein	
HP1451_C	HP1451 C-terminal domain	PF18472.3
Csd3_N	Csd3 N-terminal	PF18059.3
Phage_int_SAM_6	Phage integrase SAM-like domain	PF18644.3
DUF5644	DUF5644 domain-containing protein	PF18712.3
DsbG_N	Disulfide isomerase DsbG N-terminal	PF18257.3
HP0268	HP0268 family nuclease	PF18618.3
T4SS_ComB10	DNA type IV secretion system protein ComB10	
ArsS_fam_HK	ArsS family sensor histidine kinase	
MqnP_Cj_Hp	menaquinone biosynthesis prenyltransferase MqnP	
flgE_epsilon	flagellar hook protein FlgE	TIGR02489
cbb3_Q_epsi	cytochrome c oxidase, cbb3-type, CcoQ subunit	TIGR02736
nifS_epsilon	NifS family cysteine desulfurase	TIGR03403
PRK14553.3-1	ribosomal-processing cysteine protease Prp	PRK14553
PRK00075.2-5	cobalt-precorrin-5B (C(1))-methyltransferase	PRK00075
PRK00278.2-1	indole-3-glycerol phosphate synthase TrpC	PRK00278
PRK00373.1-1	V-type ATP synthase subunit D	PRK00373
PRK00373.1-4	V-type ATP synthase subunit D	PRK00373
PRK00394.1-2	TATA-box-binding protein	PRK00394
PRK00394.2-2	TATA-box-binding protein	PRK00394
PRK00398.1-2	DNA-directed RNA polymerase subunit P	PRK00398
PRK00411.1-3	ORC1-type DNA replication protein	PRK00411
PRK00415.1	30S ribosomal protein S27e	PRK00415
PRK00419.1-3	DNA primase small subunit PriS	PRK00419
PRK00423.1	transcription initiation factor IIB	PRK00423
PRK00432.1	30S ribosomal protein S27ae	PRK00432
PRK00435.1	elongation factor 1-beta	PRK00435
PRK00440.1	replication factor C small subunit	PRK00440
PRK00447.1	hypothetical protein	PRK00447
PRK00737.1	small nuclear ribonucleoprotein	PRK00737
PRK00754.1	signal recognition particle protein Srp19	PRK00754
PRK00773.1-1	50S ribosomal protein L18Ae	PRK00773
PRK00777.1	pantetheine-phosphate adenylyltransferase	PRK00777
PRK00783.1	DNA-directed RNA polymerase subunit D	PRK00783
