L1	L2	L3	L4	KO	Function	EC	Count
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K12583	mgtA; phosphatidylinositol alpha 1,6-mannosyltransferase	2.4.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K12583	mgtA; phosphatidylinositol alpha 1,6-mannosyltransferase	2.4.1.-	1
20_Hydrolysis of polymers	Mannose			K12583	mgtA; phosphatidylinositol alpha 1,6-mannosyltransferase	2.4.1.-	1
21_Cellular response to stress	Response to osmotic stress			K12583	mgtA; phosphatidylinositol alpha 1,6-mannosyltransferase	2.4.1.-	1
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K12972	ghrA; glyoxylate/hydroxypyruvate reductase	1.1.1.79 1.1.1.81	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K12996	rgpA; rhamnosyltransferase	2.4.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K12996	rgpA; rhamnosyltransferase	2.4.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K12996	rgpA; rhamnosyltransferase	2.4.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K12996	rgpA; rhamnosyltransferase	2.4.1.-	1
20_Hydrolysis of polymers	Mannose			K12996	rgpA; rhamnosyltransferase	2.4.1.-	1
21_Cellular response to stress	Response to osmotic stress			K12996	rgpA; rhamnosyltransferase	2.4.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K12997	rgpB; rhamnosyltransferase	2.4.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K12997	rgpB; rhamnosyltransferase	2.4.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K12997	rgpB; rhamnosyltransferase	2.4.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K12997	rgpB; rhamnosyltransferase	2.4.1.-	1
20_Hydrolysis of polymers	Mannose			K12997	rgpB; rhamnosyltransferase	2.4.1.-	1
21_Cellular response to stress	Response to osmotic stress			K12997	rgpB; rhamnosyltransferase	2.4.1.-	1
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K13021	ttuB; MFS transporter, ACS family, tartrate transporter		1
21_Cellular response to stress	Response to osmotic stress			K13378	nuoCD; NADH-quinone oxidoreductase subunit C/D	7.1.1.2	1
07_Nucleic acid metabolism	Purine metabolism			K13481	xdhA; xanthine dehydrogenase small subunit	1.17.1.4	1
07_Nucleic acid metabolism	Degradation of purine bases			K13481	xdhA; xanthine dehydrogenase small subunit	1.17.1.4	1
07_Nucleic acid metabolism	Purine metabolism			K13482	xdhB; xanthine dehydrogenase large subunit	1.17.1.4	1
07_Nucleic acid metabolism	Degradation of purine bases			K13482	xdhB; xanthine dehydrogenase large subunit	1.17.1.4	1
07_Nucleic acid metabolism	Purine metabolism			K13485	PRHOXNB, URAD; 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	4.1.1.97	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K13513	LCLAT1, AGPAT8; lysocardiolipin and lysophospholipid acyltransferase	2.3.1.- 2.3.1.51	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K13513	LCLAT1, AGPAT8; lysocardiolipin and lysophospholipid acyltransferase	2.3.1.- 2.3.1.51	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K13566	NIT2, yafV; omega-amidase	3.5.1.3	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K13587	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA	2.7.13.3	1
21_Cellular response to stress	Cellular response to osmotic stress			K13587	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA	2.7.13.3	1
21_Cellular response to stress	Regulation of response to osmotic stress			K13587	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA	2.7.13.3	1
21_Cellular response to stress	Response to osmotic stress			K13587	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA	2.7.13.3	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K13668	pimB; phosphatidyl-myo-inositol dimannoside synthase	2.4.1.346	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K13668	pimB; phosphatidyl-myo-inositol dimannoside synthase	2.4.1.346	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K13668	pimB; phosphatidyl-myo-inositol dimannoside synthase	2.4.1.346	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K13668	pimB; phosphatidyl-myo-inositol dimannoside synthase	2.4.1.346	1
20_Hydrolysis of polymers	Mannose			K13668	pimB; phosphatidyl-myo-inositol dimannoside synthase	2.4.1.346	1
21_Cellular response to stress	Response to osmotic stress			K13668	pimB; phosphatidyl-myo-inositol dimannoside synthase	2.4.1.346	1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K13766	liuC; methylglutaconyl-CoA hydratase	4.2.1.18	1
14_Methanogenesis	From acetate			K13788	pta; phosphate acetyltransferase	2.3.1.8	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfolactate degradation		K13788	pta; phosphate acetyltransferase	2.3.1.8	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K13821	putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase	1.5.5.2 1.2.1.88	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K13821	putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase	1.5.5.2 1.2.1.88	1
21_Cellular response to stress	Response to osmotic stress			K13821	putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase	1.5.5.2 1.2.1.88	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K13829	aroKB; shikimate kinase / 3-dehydroquinate synthase	2.7.1.71 4.2.3.4	1
01_Fermentation	Succinate fermentation to butyrate			K13832	aroDE, DHQ-SDH; 3-dehydroquinate dehydratase / shikimate dehydrogenase	4.2.1.10 1.1.1.25	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K13832	aroDE, DHQ-SDH; 3-dehydroquinate dehydratase / shikimate dehydrogenase	4.2.1.10 1.1.1.25	1
12_Transporters	ABC transporters, prokaryotic type	PEPtide and nickel transporters	Microcin c transporter [mD:m00349]	K13893	yejA; microcin C transport system substrate-binding protein		1
12_Transporters	ABC transporters, prokaryotic type	PEPtide and nickel transporters	Microcin c transporter [mD:m00349]	K13894	yejB; microcin C transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	PEPtide and nickel transporters	Microcin c transporter [mD:m00349]	K13895	yejE; microcin C transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	PEPtide and nickel transporters	Microcin c transporter [mD:m00349]	K13896	yejF; microcin C transport system ATP-binding protein		1
01_Fermentation	Acetylene degradation			K13953	adhP; alcohol dehydrogenase, propanol-preferring	1.1.1.1	1
01_Fermentation	Glutamate degradation V (via hydroxyglutarate)			K13953	adhP; alcohol dehydrogenase, propanol-preferring	1.1.1.1	1
01_Fermentation	Mixed acid fermentation			K13953	adhP; alcohol dehydrogenase, propanol-preferring	1.1.1.1	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to butanoate		K13953	adhP; alcohol dehydrogenase, propanol-preferring	1.1.1.1	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to ethanol I		K13953	adhP; alcohol dehydrogenase, propanol-preferring	1.1.1.1	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to ethanol II		K13953	adhP; alcohol dehydrogenase, propanol-preferring	1.1.1.1	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K13953	adhP; alcohol dehydrogenase, propanol-preferring	1.1.1.1	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K13953	adhP; alcohol dehydrogenase, propanol-preferring	1.1.1.1	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum solventogenic fermentation		K13953	adhP; alcohol dehydrogenase, propanol-preferring	1.1.1.1	1
21_Cellular response to stress	Response to osmotic stress			K13953	adhP; alcohol dehydrogenase, propanol-preferring	1.1.1.1	1
01_Fermentation	Acetylene degradation			K13954	yiaY; alcohol dehydrogenase	1.1.1.1	1
01_Fermentation	Glutamate degradation V (via hydroxyglutarate)			K13954	yiaY; alcohol dehydrogenase	1.1.1.1	1
01_Fermentation	Mixed acid fermentation			K13954	yiaY; alcohol dehydrogenase	1.1.1.1	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to butanoate		K13954	yiaY; alcohol dehydrogenase	1.1.1.1	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to ethanol I		K13954	yiaY; alcohol dehydrogenase	1.1.1.1	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to ethanol II		K13954	yiaY; alcohol dehydrogenase	1.1.1.1	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K13954	yiaY; alcohol dehydrogenase	1.1.1.1	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K13954	yiaY; alcohol dehydrogenase	1.1.1.1	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum solventogenic fermentation		K13954	yiaY; alcohol dehydrogenase	1.1.1.1	1
21_Cellular response to stress	Response to osmotic stress			K13954	yiaY; alcohol dehydrogenase	1.1.1.1	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K14159	rnhA-dnaQ; ribonuclease HI / DNA polymerase III subunit epsilon	3.1.26.4 2.7.7.7	1
07_Nucleic acid metabolism	Purine metabolism			K14159	rnhA-dnaQ; ribonuclease HI / DNA polymerase III subunit epsilon	3.1.26.4 2.7.7.7	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K14170	pheA; chorismate mutase / prephenate dehydratase	5.4.99.5 4.2.1.51	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K14259	kdaD, xacE, kdxD; 2-dehydro-3-deoxy-D-arabinonate dehydratase	4.2.1.141	1
20_Hydrolysis of polymers	Xylose			K14259	kdaD, xacE, kdxD; 2-dehydro-3-deoxy-D-arabinonate dehydratase	4.2.1.141	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K14260	alaA; alanine-synthesizing transaminase	2.6.1.66 2.6.1.2	1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K14260	alaA; alanine-synthesizing transaminase	2.6.1.66 2.6.1.2	1
16_Embden Meyerhof-Parnos (EMP)	EMP modified pathway			K14260	alaA; alanine-synthesizing transaminase	2.6.1.66 2.6.1.2	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Pyruvate to leucine		K14261	alaC; alanine-synthesizing transaminase	2.6.1.-	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K14261	alaC; alanine-synthesizing transaminase	2.6.1.-	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K14261	alaC; alanine-synthesizing transaminase	2.6.1.-	1
06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K14267	dapC; N-succinyldiaminopimelate aminotransferase	2.6.1.17	1
06_Amino acid utilization biosynthesis metabolism	Lysine degradation II			K14268	davT, gabT; 5-aminovalerate/4-aminobutyrate aminotransferase	2.6.1.48 2.6.1.19	1
06_Amino acid utilization biosynthesis metabolism	Lysine degradation IX			K14268	davT, gabT; 5-aminovalerate/4-aminobutyrate aminotransferase	2.6.1.48 2.6.1.19	1
06_Amino acid utilization biosynthesis metabolism	Lysine degradation X			K14268	davT, gabT; 5-aminovalerate/4-aminobutyrate aminotransferase	2.6.1.48 2.6.1.19	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Pyruvate to leucine		K14287	ybdL; methionine transaminase	2.6.1.88	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K14287	ybdL; methionine transaminase	2.6.1.88	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K14287	ybdL; methionine transaminase	2.6.1.88	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K14335	pimC; alpha-1,6-mannosyltransferase	2.4.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K14335	pimC; alpha-1,6-mannosyltransferase	2.4.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K14335	pimC; alpha-1,6-mannosyltransferase	2.4.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K14335	pimC; alpha-1,6-mannosyltransferase	2.4.1.-	1
20_Hydrolysis of polymers	Mannose			K14335	pimC; alpha-1,6-mannosyltransferase	2.4.1.-	1
21_Cellular response to stress	Response to osmotic stress			K14335	pimC; alpha-1,6-mannosyltransferase	2.4.1.-	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K14481	styA; styrene monooxygenase	1.14.14.11	1
21_Cellular response to stress	Cellular response to stress			K14481	styA; styrene monooxygenase	1.14.14.11	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K14682	argAB; amino-acid N-acetyltransferase	2.3.1.1	1
06_Amino acid utilization biosynthesis metabolism	Oxydation deamination			K15371	GDH2; glutamate dehydrogenase	1.4.1.2	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K15371	GDH2; glutamate dehydrogenase	1.4.1.2	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K15371	GDH2; glutamate dehydrogenase	1.4.1.2	1
11_Nitrogen cycle	Ammonia assimilation			K15371	GDH2; glutamate dehydrogenase	1.4.1.2	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfoacetaldehyde degradation		K15373	isfD; sulfoacetaldehyde reductase	1.1.1.313	1
16_Embden Meyerhof-Parnos (EMP)	EMP			K15633	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase	5.4.2.12	1
16_Embden Meyerhof-Parnos (EMP)	Glycolysis III (EMP)			K15633	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase	5.4.2.12	1
16_Embden Meyerhof-Parnos (EMP)	EMP  in archea			K15633	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase	5.4.2.12	1
17_Gluconeogenesis	Gluconeogenesis in archea			K15633	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase	5.4.2.12	1
16_Embden Meyerhof-Parnos (EMP)	EMP			K15634	gpmB; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	1
16_Embden Meyerhof-Parnos (EMP)	Glycolysis III (EMP)			K15634	gpmB; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	1
