ID	Function	Gene
TIGR04153	cyanosortase A-associated protein	
TIGR04154	oligosaccharyl transferase, archaeosortase A system-associated	
TIGR04155	PEP-CTERM protein sorting domain, cyanobacterial subclass	
TIGR04156	cyanoexosortase B	crtB
TIGR04157	glycosyltransferase, GG-Bacteroidales peptide system	
TIGR04158	3-methyl-2-indolic acid synthase	nocL
TIGR04159	methanobactin biosynthesis cassette protein MbnB	mbnB
TIGR04160	methanobactin biosynthesis cassette protein MbnC	mbnC
TIGR04161	VPEID-CTERM protein sorting domain	
TIGR04162	exosortase E/protease, VPEID-CTERM system	xrtE
TIGR04163	peptide-modifying radical SAM enzyme CbpB	cbpB
TIGR04164	modified peptide precursor CbpA	cbpA
TIGR04165	Cys-rich peptide, TIGR04165 family	
TIGR04166	tetrahydromethanopterin S-methyltransferase, subunit B	mtrB
TIGR04167	radical SAM/Cys-rich domain protein	
TIGR04168	TIGR04168 family protein	
TIGR04169	alkylhydroperoxidase/carboxymuconolactone decarboxylase family protein	
TIGR04170	ribonucleoside-diphosphate reductase, class 1b, alpha subunit	nrdE
TIGR04171	ribonucleoside-diphosphate reductase, class 1b, beta subunit	nrdF
TIGR04172	DNA phosphorothioation-associated DGQHR protein 1	
TIGR04173	PIP-CTERM protein sorting domain	
TIGR04174	IPTL-CTERM protein sorting domain	
TIGR04175	archaeosortase D	artD
TIGR04176	EPS-associated transcriptional regulator, MarR family	
TIGR04177	exosortase H, IPTLxxWG-CTERM-specific	xrtH
TIGR04178	exosortase/archaeosortase family protein	
TIGR04179	rhombotail lipoprotein	rhlP
TIGR04180	NAD dependent epimerase/dehydratase, LLPSF_EDH_00030 family	
TIGR04181	aminotransferase, LLPSF_NHT_00031 family	
TIGR04182	glycosyltransferase, TIGR04182 family	
TIGR04183	Por secretion system C-terminal sorting domain	
TIGR04184	ATP-grasp ribosomal peptide maturase, MvdD family	
TIGR04185	ATP-grasp ribosomal peptide maturase, MvdC family	
TIGR04186	putative ATP-grasp target RiPP	tgmA
TIGR04187	ATP-grasp ribosomal peptide maturase, SAV_5884 family	tgmB
TIGR04188	methyltransferase, ATP-grasp peptide maturase system	tgmC
TIGR04189	cell surface protein SprA	sprA
TIGR04190	B12-binding domain/radical SAM domain protein, Ta0216 family	
TIGR04191	putative bacilliredoxin, YphP/YqiW family	
TIGR04192	ATP-GRASP peptide maturase, grasp-with-spasm system	gwsG
TIGR04193	SPASM domain peptide maturase, grasp-with-spasm system	gwsS
TIGR04194	grasp-with-spasm leader A domain	
TIGR04195	peptide S-glycosyltransferase, SunS family	sunS
TIGR04196	glycopeptide, sublancin family	sunA
TIGR04197	type VII secretion effector, TIGR04197 family	
TIGR04198	mRNA capping enzyme	
TIGR04199	exosortase J	xrtJ
TIGR04200	XrtJ-associated TM-motif-TM protein	
TIGR04201	Cys-rich repeat, Myxococcales-type	
TIGR04202	RNA endonuclease, cap-snatching	
TIGR04203	Streptococcal surface-anchored protein repeat, S. criceti family	
TIGR04204	MAST domain	
TIGR04205	class III signal peptide protein, archaeosortase D/PIP-CTERM system	
TIGR04206	TIGR04206 family protein	
TIGR04207	surface glycoprotein signal peptide	
TIGR04209	sarcinarray family protein	
TIGR04210	bunyavirus nonstructural protein NSm	
TIGR04211	SH3 domain protein	
TIGR04212	rhombotarget A	rbtA
TIGR04213	PGF-pre-PGF domain	
TIGR04214	CSLREA domain	
TIGR04215	choice-of-anchor A domain	
TIGR04216	major cell surface glycoprotein	csg
TIGR04217	archaetidylserine synthase	
TIGR04218	ribosomal natural product, plantazolicin-class	
TIGR04219	outer membrane protein	
TIGR04220	cyanobactin biosynthesis protein, PatB/AcyB/McaB family	
TIGR04221	accessory Sec system translocase SecA2	secA2
TIGR04222	TIGR04222 domain	
TIGR04223	cyclic lactone autoinducer peptide	
TIGR04224	serine-rich repeat adhesion glycoprotein	
TIGR04225	CshA-type fibril repeat	
TIGR04226	fimbrial isopeptide formation D2 domain	
TIGR04227	zinc metalloproteinase 18-residue repeat	
TIGR04228	adhesin isopeptide-forming adherence domain	
TIGR04229	putative radical SAM-modified peptide	gptA
TIGR04230	seadornavirus VP11 protein	
TIGR04231	seadornavirus VP5 protein	
TIGR04232	seadornavirus VP3 protein	
TIGR04233	seadornavirus VP8 protein	
TIGR04234	RNA-directed RNA polymerase	
TIGR04235	seadornavirus VP4 protein	
TIGR04236	seadornavirus VP2 protein	VP2
TIGR04237	seadornavirus/coltivirus VP9 protein	
TIGR04238	seadornavirus double-stranded RNA-binding protein	
TIGR04239	rhomboid family protease GlpG	glpG
TIGR04240	flavivirus envelope glycoprotein E, stem/anchor domain	
TIGR04241	mastadenovirus E3 CR1-alpha-1	
TIGR04242	chitooligosaccharide synthase NodC	nodC
TIGR04243	chitooligosaccharide deacetylase NodB	nodB
TIGR04244	nitrous-oxide reductase, TAT-dependent	nosZ
TIGR04245	N-acyltransferase NodA	nodA
TIGR04246	nitrous-oxide reductase, Sec-dependent	nosZ
TIGR04247	nitrous oxide reductase family maturation protein NosD	nosD
TIGR04248	SynChlorMet cassette protein ScmD	scmD
TIGR04249	SynChlorMet cassette protein ScmC	scmC
TIGR04250	SynChlorMet cassette radical SAM/SPASM protein ScmE	scmE
TIGR04251	SynChlorMet cassette radical SAM/SPASM protein ScmF	scmF
TIGR04252	SynChlorMet cassette protein ScmA	scmA
TIGR04253	mesaconyl-CoA isomerase	
TIGR04254	putative globular PEP-CTERM protein	
TIGR04255	TIGR04255 family protein	
TIGR04256	GxxExxY protein	
TIGR04257	c(7)-type cytochrome triheme domain	
TIGR04258	four helix bundle suffix domain	
TIGR04259	oxalate/formate antiporter	oxlT
TIGR04260	rSAM-associated Gly-rich repeat protein	grrA
TIGR04261	radical SAM/SPASM domain protein, GRRM system	grrM
TIGR04262	extracellular substrate-binding orphan protein, GRRM family	grrP
TIGR04263	SasC/Mrp/FmtB intercellular aggregation domain	
TIGR04264	hyperosmolarity resistance protein Ebh	ebh
TIGR04265	cardiolipin synthase	cls
TIGR04266	NDMA-dependent methanol dehydrogenase	mdo
TIGR04267	HEXXH motif domain	
TIGR04268	FXSXX-COOH protein	fxsA
TIGR04269	radical SAM/SPASM domain protein, FxsB family	
TIGR04270	methylamine methyltransferase corrinoid protein reductive activase	
TIGR04271	thiazole biosynthesis domain	thiI
TIGR04272	CxxC-x17-CxxC domain	
TIGR04273	sulfation-dependent quorum factor, Ax21 family	
TIGR04274	DNA-deoxyinosine glycosylase	
TIGR04275	beta propeller repeat	
TIGR04276	FxsC C-terminal domain	fsxC
TIGR04277	tetrahymanol synthase	
TIGR04278	antiviral radical SAM protein viperin	
TIGR04279	TIGR04279 domain	
TIGR04280	putative geopeptide radical SAM maturase	gptM
TIGR04281	putative ABC transporter PGF-CTERM-modified substrate-binding protein	
TIGR04282	transferase 1, rSAM/selenodomain-associated	
TIGR04283	transferase 2, rSAM/selenodomain-associated	
TIGR04284	aldehyde dehydrogenase, Rv0768 family	
TIGR04285	nucleoid occlusion protein	noc
TIGR04286	MSEP-CTERM protein	
TIGR04287	exosortase K	xrtK
TIGR04288	CGP-CTERM domain	
TIGR04289	eight-cysteine-cluster domain	
TIGR04290	methyltransferase, Rta_06860 family	
TIGR04291	arsenical pump-driving ATPase	arsA
TIGR04292	heavy-Cys/CGP-CTERM domain protein	
TIGR04293	archaeosortase family protein ArtF	artF
TIGR04294	prepilin-type processing-associated H-X9-DG domain	
TIGR04295	B12-binding domain/radical SAM domain protein, rhizo-twelve system	
TIGR04296	PEFG-CTERM domain	
TIGR04297	thaumarchaeosortase	artG
TIGR04298	histidine-histamine antiporter	
TIGR04299	putrescine-ornithine antiporter	potE
TIGR04300	exosortase family protein XrtM	xrtM
TIGR04301	ornithine decarboxylase SpeF	speF
TIGR04302	GeoRSP system PqqD family protein	
TIGR04303	GeoRSP system radical SAM/SPASM protein	
TIGR04304	GeoRSP system SPASM domain protein	
TIGR04305	putative folate metabolism protein, CADD family	
TIGR04306	thiaminase II	tenA
TIGR04307	proline-rich tail region repeat	
TIGR04308	surface protein repeat SSSPR-51	
TIGR04309	amanitin/phalloidin family toxin	
TIGR04310	pantocin A family RiPP	
TIGR04311	putative metalloenzyme radical SAM/SPASM domain maturase	
TIGR04312	choice-of-anchor B domain	
TIGR04313	aromatic cluster surface protein	
TIGR04314	methanogenesis multiheme c-type cytochrome	
TIGR04315	octaheme c-type cytochrome, tetrathionate reductase family	
TIGR04316	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	
TIGR04317	tungsten cofactor oxidoreducase radical SAM maturase	
TIGR04318	putative ornithine decarboxylase	
TIGR04319	surface protein repeat Ser-Ala-175	
TIGR04320	SEC10/PgrA surface exclusion domain	
TIGR04321	spiro-SPASM protein	
TIGR04322	putative 7-cyano-7-deazaguanosine (preQ0) biosynthesis protein QueE	
TIGR04323	sporadic carbohydrate cluster protein, LIC12192 family	
TIGR04324	sporadic carbohydrate cluster 2OG-Fe(II) oxygenase	
TIGR04325	putative methyltransferase, LIC12133 family	
TIGR04326	surface carbohydrate biosynthesis protein, LIC13510 family	
TIGR04327	outer membrane protein, LA_2444/LA_4059 family	
TIGR04328	CRISPR-associated protein Cas4, subtype PREFRAN	cas4
TIGR04329	CRISPR-associated endonuclease Cas1, subtype PREFRAN	cas1
TIGR04330	CRISPR-associated protein Cpf1, subtype PREFRAN	
TIGR04331	putative transferase, LIC12162 family	
TIGR04332	poly-gamma-glutamate system protein	pgsW
TIGR04333	Cys-rich peptide, Clo7bot family	
TIGR04334	radical SAM/SPASM domain Clo7bot peptide maturase	ctpM
TIGR04335	AmmeMemoRadiSam system protein A	amrA
TIGR04336	AmmeMemoRadiSam system protein B	amrB
TIGR04337	AmmeMemoRadiSam system radical SAM enzyme	amrS
TIGR04338	putative metallohydrolase, TIGR04338 family	
TIGR04339	PQQ system protein	
TIGR04340	radical SAM/SPASM domain protein, ACGX system	acgM
TIGR04341	ACGX-repeat peptide	acgA
TIGR04342	EXLDI protein	
TIGR04343	ergothioneine biosynthesis PLP-dependent enzyme EgtE	egtE
TIGR04344	5-histidylcysteine sulfoxide synthase	ovoA
TIGR04345	putative 4-mercaptohistidine N1-methyltranferase	
TIGR04346	conjugal transfer/type IV secretion protein DotA/TraY	
TIGR04347	pseudo-rSAM protein/SPASM domain protein	
TIGR04348	putative glycosyltransferase, TIGR04348 family	
TIGR04349	putative 7-cyano-7-deazaguanosine (preQ0) biosynthesis protein QueE	
TIGR04350	putative C-S lyase	
TIGR04351	putative TOMM peptide	
TIGR04352	HprK-related kinase A	
TIGR04353	PqqD family protein, HPr-rel-A system	
TIGR04354	amphi-Trp domain	
TIGR04355	HprK-related kinase B	
TIGR04356	ATP-grasp enzyme, GAK system	
TIGR04357	CofD-related protein, GAK system	
TIGR04358	XXXCH domain	
TIGR04359	entry exclusion lipoprotein TrbK	trbK
TIGR04360	conjugative transfer region protein TrbK	trbK
TIGR04361	entry exclusion protein TrbK	
TIGR04362	choice-of-anchor C domain	
TIGR04363	FxLD family lantipeptide	fxlA
TIGR04364	methyltransferase, FxLD system	fxlM
TIGR04365	autonomous glycyl radical cofactor GrcA	grcA
TIGR04366	cupin fold metalloprotein, WbuC family	
TIGR04367	hopanoid C-3 methylase HpnR	hpnR
TIGR04368	glutamate 2,3-aminomutase	eam
TIGR04369	oxidoreductase/SelD-related fusion protein	
TIGR04370	oligosaccharide repeat unit polymerase	
TIGR04371	putative sugar O-methyltransferase	
TIGR04372	putative glycosyltransferase, TIGR04372 family	
TIGR04373	EgtB-related enzyme signature domain	
TIGR04374	hercynine metabolism small protein	
TIGR04375	hercynine metabolism protein	
TIGR04376	TIGR04376 family protein	
TIGR04377	3,5/4-trihydroxycyclohexa-1,2-dione hydrolase	iolD
TIGR04378	5-deoxy-glucuronate isomerase	iolB
TIGR04379	myo-inosose-2 dehydratase	iolE
TIGR04380	inositol 2-dehydrogenase	iolG
TIGR04381	TyrR family helix-turn-helix domain	
TIGR04382	5-dehydro-2-deoxygluconokinase	iolC
TIGR04383	processed acidic surface protein	
TIGR04384	putrescine carbamoyltransferase	ptcA
TIGR04385	putative variant cofactor biosynthesis B12-binding domain/radical SAM domain protein 1	
TIGR04386	ThiC-like protein 1	
TIGR04387	major capsid protein, N4-gp56 family	
TIGR04388	putative large structural protein	
TIGR04389	lipoprotein, tandem type	
TIGR04390	outer membrane protein, YaiO family	yaiO
TIGR04391	CcmD family protein	
TIGR04392	hydroxylamine oxidation protein HaoB	haoB
TIGR04393	T5SS/PEP-CTERM-associated repeat	
TIGR04394	choline trimethylamine-lyase	cutC
TIGR04395	choline TMA-lyase-activating enzyme	cutD
TIGR04396	surface carbohydrate biosynthesis protein	
TIGR04397	accessory Sec system translocase SecA2	secA2
TIGR04398	SLAP domain	
TIGR04399	accessory Sec system S-layer assembly protein	
TIGR04400	Arg-Lys translocation region protein phosphatase	rktP
TIGR04401	twin-arginine translocation signal/Cys-rich four helix bundle protein	
TIGR04402	mobilome CxxCx(11)CxxC protein	
TIGR04403	sporulation killing factor system radical SAM maturase	skfB
TIGR04404	sporulation killing factor	skfA
TIGR04405	sporulation killing factor system integral membrane protein	skfF
TIGR04406	LPS export ABC transporter ATP-binding protein	lptB
TIGR04407	LPS export ABC transporter permease LptF	lptF
TIGR04408	LPS export ABC transporter permease LptG	lptG
TIGR04409	LPS export ABC transporter periplasmic protein LptC	lptC
TIGR04410	type II secretion system-associated lipoprotein	
TIGR04411	type II secretion system protein N	gspN
TIGR04412	type II secretion system protein M	gspM
TIGR04413	CRISPR type MYXAN-associated protein Cmx8	cmx8
TIGR04414	autotransporter strand-loop-strand O-heptosyltransferase	
TIGR04415	autotransporter passenger strand-loop-strand repeat	
TIGR04416	group II intron reverse transcriptase/maturase	ltrA
TIGR04417	polysaccharide biosynthesis PFTS motif protein	
TIGR04418	primosomal replication protein PriB	priB
TIGR04419	HemN-related non-iron pseudo-SAM protein PsgB	psgB
TIGR04420	Sec region non-globular protein	
TIGR04421	FemAB family protein	
TIGR04422	putative PLP-dependent aminotransferase	
TIGR04423	CRISPR type III-associated protein, TIGR04423 family	
TIGR04424	McbB family protein	
TIGR04425	putative sugar phosphate phospholyase (cyclizing)	
TIGR04426	TDP-4-amino-4,6-dideoxy-D-glucose deaminase	desII
TIGR04427	dTDP-4-dehydro-6-deoxyglucose aminotransferase	
TIGR04428	tryptophan 2-C-methyltransferase	tsrT
TIGR04429	Phr family secreted Rap phosphatase inhibitor	
TIGR04430	outer membrane lipid asymmetry maintenance protein MlaD	mlaD
TIGR04431	aminoglycoside N(6')-acetyltransferase, AacA4 family	aacA4
TIGR04432	23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr	cfr
TIGR04433	UrcA family protein	
TIGR04434	B12-binding domain/radical SAM domain protein	
TIGR04435	restriction system-associated AAA family ATPase	
TIGR04436	putative 2OG-Fe(II) oxygenase	
TIGR04437	3-deoxy-D-manno-oct-2-ulosonate III transferase WaaZ	waaZ
TIGR04438	small Trp-rich protein	
TIGR04439	putative histamine N-monooxygenase	basC
TIGR04440	glycosyltransferase domain	
TIGR04441	surface carbohydrate biosynthesis protein	
TIGR04442	TIGR04442 family protein	
TIGR04443	coenzyme gamma-F420-2:alpha-L-glutamate ligase	cofF
TIGR04444	chorismatase, FkbO/Hyg5 family	
TIGR04445	peptide O-prenyltransferase, LynF/TruF/PatF family	
TIGR04446	prenylated cyclic peptide, anacyclamide/piricyclamide family	
TIGR04447	cyanobactin cluster PatC/TenC/TruC protein	
TIGR04448	creatininase	
TIGR04449	halocin C8-like bacteriocin domain	
TIGR04450	putative immunity protein/bacteriocin	
TIGR04451	lantipeptide, SCO0268 family	
TIGR04452	small lipoprotein, LA_3946 family	
TIGR04453	Cys-rich protein, LA_1312 family	
TIGR04454	small lipoprotein, LB_250 family	
TIGR04455	probable lipoprotein, LA_1396/MXAN_6521 family	
TIGR04456	LruC domain	
TIGR04457	lipoprotein LenA	lenA
TIGR04458	4-nitrotryptophan synthase	txtE
TIGR04459	type I toxin-antitoxin system toxin TisB	tisB
TIGR04460	enduracididine biosynthesis enzyme MppR	mppR
TIGR04461	enduracididine biosynthesis enzyme MppQ	mppQ
TIGR04462	enduracididine biosynthesis enzyme MppP	mppP
TIGR04463	radical SAM/SPASM domain protein maturase	
TIGR04464	LipL41-expression chaperone Lep	lep
TIGR04465	TAT-translocated F420-dependent dehydrogenase, FGD2 family	
TIGR04466	cytosylglucuronate decarboxylase	blsE
TIGR04467	hydroxymethylcytosylglucuronate/cytosylglucuronate synthase	
TIGR04468	arginine 2,3-aminomutase	blsG
TIGR04469	CGA synthase-related protein	blsF
TIGR04470	radical SAM mobile pair protein B	
TIGR04471	radical SAM mobile pair protein A	
TIGR04472	mobile rSAM pair MarR family regulator	
TIGR04473	phenylalanine aminomutase (L-beta-phenylalanine forming)	pam
TIGR04474	three-Cys-motif partner protein	tcmP
TIGR04475	phenylalanine aminomutase (D-beta-phenylalanine forming)	
TIGR04476	exosortase N	xrtN
TIGR04477	XrtN system VIT domain protein	
TIGR04478	radical SAM/CxCxxxxC motif protein YfkAB	yfkAB
TIGR04479	radical SAM P-methyltransferase, PhpK family	phpK
TIGR04480	D-proline reductase (dithiol), PrdA proprotein	prdA
TIGR04481	proline reductase-associated electron transfer protein PrdC	prdC
TIGR04482	proline reductase cluster protein PrdD	prdD
TIGR04483	D-proline reductase (dithiol), PrdB protein	prdB
TIGR04484	sulfur oxidation c-type cytochrome SoxA	soxA
TIGR04485	sulfur oxidation c-type cytochrome SoxX	soxX
TIGR04486	thiosulfohydrolase SoxB	soxB
TIGR04487	SoxY-related AACIE arm protein	
TIGR04488	thiosulfate oxidation carrier protein SoxY	soxY
TIGR04489	exosortase O	xrtO
TIGR04490	thiosulfate oxidation carrier complex protein SoxZ	soxZ
TIGR04491	diol dehydratase reactivase alpha subunit	
TIGR04492	iminophenyl-pyruvate dimer synthase VioB	vioB
TIGR04493	microcompartment protein PduM	pduM
TIGR04494	cytochrome c-550 PedF	
TIGR04495	putative rSAM-modified RiPP, XyeA family	xyeA
TIGR04496	radical SAM/SPASM domain peptide maturase, XyeB family	xyeB
TIGR04497	putative ATP-grasp target RiPP	
TIGR04498	abortive infection protein, AbiV family	
TIGR04499	abortive infection protein, AbiA family	
TIGR04500	putative peptide maturation system protein	
TIGR04501	microcompartment protein PduB	pduB
TIGR04502	microcompartment protein EutL	eutL
TIGR04503	electron transfer flavoprotein, mycofactocin-associated	
TIGR04504	SDR family mycofactocin-dependent oxidoreductase	
TIGR04505	phosphate ABC transporter substrate-binding protein	ptsS
